order_id,order_date,product_name,category,size,quantity,total_price
38,2023-01-18 23:19:00,Espresso,Coffee,Double,1,2.5
39,2023-06-28 02:17:00,Cappuccino,Coffee,Medium,4,14.0
40,2023-04-30 20:46:00,Iced Coffee,Coffee,Small,1,3.0
41,2023-05-27 20:45:00,Black Tea,Tea,Small,2,4.0
42,2023-05-18 04:17:00,Blueberry Muffin,Snack,Standard,4,8.0
43,2023-03-13 13:24:00,Espresso,Coffee,Single,2,4.0
44,2023-04-27 13:39:00,Espresso,Coffee,Single,3,6.0
45,2023-02-01 02:54:00,Chocolate Cake,Dessert,Slice,3,9.0
46,2023-05-10 11:53:00,Iced Coffee,Coffee,Small,3,9.0
47,2023-06-20 15:33:00,Cheesecake,Dessert,Slice,3,10.5
48,2023-02-12 01:03:00,Green Tea,Tea,Medium,3,9.0
49,2023-05-25 03:42:00,Black Tea,Tea,Small,4,8.0
50,2023-05-14 09:12:00,Iced Coffee,Coffee,Large,1,4.0
51,2023-04-24 17:10:00,Black Tea,Tea,Large,3,9.0
52,2023-06-03 19:33:00,Green Tea,Tea,Large,4,14.0
53,2023-02-02 05:51:00,Croissant,Snack,Standard,2,3.0
54,2023-06-09 06:48:00,Black Tea,Tea,Medium,1,2.5
55,2023-05-07 16:32:00,Blueberry Muffin,Snack,Standard,3,6.0
56,2023-02-25 05:03:00,Croissant,Snack,Standard,2,3.0
57,2023-05-12 12:31:00,Espresso,Coffee,Single,4,8.0
58,2023-01-12 08:21:00,Croissant,Snack,Standard,2,3.0
59,2023-02-10 23:50:00,Chocolate Cake,Dessert,Slice,4,12.0
60,2023-05-26 02:09:00,Iced Coffee,Coffee,Medium,2,7.0
61,2023-03-05 08:03:00,Cheesecake,Dessert,Slice,2,7.0
62,2023-05-06 22:17:00,Iced Coffee,Coffee,Small,2,6.0
63,2023-04-05 09:54:00,Cheesecake,Dessert,Slice,4,14.0
64,2023-02-04 01:17:00,Latte,Coffee,Small,3,9.0
65,2023-01-03 07:10:00,Green Tea,Tea,Large,3,10.5
66,2023-04-29 08:35:00,Cheesecake,Dessert,Slice,1,3.5
67,2023-03-14 11:28:00,Blueberry Muffin,Snack,Standard,4,8.0
68,2023-02-27 13:49:00,Croissant,Snack,Standard,4,6.0
69,2023-05-15 01:34:00,Blueberry Muffin,Snack,Standard,2,4.0
70,2023-05-18 15:53:00,Cheesecake,Dessert,Slice,3,10.5
71,2023-03-26 08:52:00,Latte,Coffee,Medium,4,14.0
72,2023-03-17 16:16:00,Black Tea,Tea,Medium,4,10.0
73,2023-01-15 22:21:00,Green Tea,Tea,Large,2,7.0
74,2023-03-15 13:10:00,Chocolate Cake,Dessert,Slice,3,9.0
75,2023-01-12 15:33:00,Cappuccino,Coffee,Small,2,6.0
76,2023-01-30 19:44:00,Latte,Coffee,Large,4,16.0
77,2023-04-04 07:55:00,Cappuccino,Coffee,Small,1,3.0
78,2023-06-25 22:54:00,Croissant,Snack,Standard,2,3.0
79,2023-05-19 05:26:00,Black Tea,Tea,Large,1,3.0
80,2023-05-27 04:08:00,Blueberry Muffin,Snack,Standard,1,2.0
81,2023-01-21 10:02:00,Espresso,Coffee,Double,2,5.0
82,2023-03-07 20:59:00,Cappuccino,Coffee,Medium,1,3.5
83,2023-05-05 17:56:00,Green Tea,Tea,Small,2,5.0
84,2023-03-16 00:04:00,Blueberry Muffin,Snack,Standard,2,4.0
85,2023-02-01 11:57:00,Green Tea,Tea,Large,2,7.0
86,2023-05-06 11:15:00,Cappuccino,Coffee,Small,2,6.0
87,2023-05-30 00:53:00,Espresso,Coffee,Single,2,4.0
88,2023-02-20 20:44:00,Espresso,Coffee,Double,1,2.5
89,2023-03-19 16:06:00,Croissant,Snack,Standard,4,6.0
90,2023-04-27 07:31:00,Latte,Coffee,Large,3,12.0
91,2023-05-12 23:07:00,Espresso,Coffee,Single,1,2.0
92,2023-04-14 16:35:00,Latte,Coffee,Small,4,12.0
93,2023-05-15 09:24:00,Green Tea,Tea,Small,4,10.0
94,2023-03-30 16:03:00,Latte,Coffee,Large,2,8.0
95,2023-06-18 22:47:00,Green Tea,Tea,Large,4,14.0
96,2023-06-08 02:36:00,Blueberry Muffin,Snack,Standard,1,2.0
97,2023-03-18 20:39:00,Blueberry Muffin,Snack,Standard,2,4.0
98,2023-05-11 15:28:00,Espresso,Coffee,Double,1,2.5
99,2023-05-25 14:44:00,Latte,Coffee,Medium,2,7.0
100,2023-03-09 22:56:00,Green Tea,Tea,Large,4,14.0
101,2023-05-19 10:49:00,Espresso,Coffee,Double,3,7.5
102,2023-02-15 22:13:00,Green Tea,Tea,Large,4,14.0
103,2023-01-17 11:13:00,Cappuccino,Coffee,Medium,3,10.5
104,2023-01-10 18:36:00,Cheesecake,Dessert,Slice,2,7.0
105,2023-05-30 16:17:00,Croissant,Snack,Standard,2,3.0
106,2023-03-16 01:02:00,Cheesecake,Dessert,Slice,1,3.5
107,2023-02-14 08:13:00,Cheesecake,Dessert,Slice,4,14.0
108,2023-05-03 20:31:00,Green Tea,Tea,Large,2,7.0
109,2023-05-28 02:54:00,Blueberry Muffin,Snack,Standard,1,2.0
110,2023-04-05 09:24:00,Espresso,Coffee,Single,2,4.0
111,2023-03-02 08:00:00,Espresso,Coffee,Single,4,8.0
112,2023-01-05 12:54:00,Cappuccino,Coffee,Large,2,8.0
113,2023-04-14 15:25:00,Latte,Coffee,Medium,1,3.5
114,2023-01-26 07:47:00,Cheesecake,Dessert,Slice,4,14.0
115,2023-02-22 01:30:00,Green Tea,Tea,Small,4,10.0
116,2023-04-16 04:16:00,Green Tea,Tea,Medium,3,9.0
117,2023-05-05 15:37:00,Chocolate Cake,Dessert,Slice,3,9.0
118,2023-03-14 02:54:00,Croissant,Snack,Standard,4,6.0
119,2023-06-05 18:42:00,Latte,Coffee,Small,4,12.0
120,2023-03-15 11:21:00,Blueberry Muffin,Snack,Standard,4,8.0
121,2023-06-02 15:32:00,Espresso,Coffee,Single,3,6.0
122,2023-01-15 05:42:00,Croissant,Snack,Standard,2,3.0
123,2023-03-23 17:48:00,Green Tea,Tea,Large,2,7.0
124,2023-06-27 18:01:00,Green Tea,Tea,Medium,2,6.0
125,2023-06-18 15:44:00,Black Tea,Tea,Small,3,6.0
126,2023-04-10 05:54:00,Blueberry Muffin,Snack,Standard,2,4.0
127,2023-01-30 04:19:00,Espresso,Coffee,Double,3,7.5
128,2023-02-22 23:37:00,Black Tea,Tea,Medium,4,10.0
129,2023-06-05 05:11:00,Espresso,Coffee,Double,3,7.5
130,2023-02-12 05:16:00,Blueberry Muffin,Snack,Standard,1,2.0
131,2023-04-25 10:01:00,Blueberry Muffin,Snack,Standard,3,6.0
132,2023-06-29 08:19:00,Chocolate Cake,Dessert,Slice,2,6.0
133,2023-05-24 23:03:00,Latte,Coffee,Large,3,12.0
134,2023-02-05 23:50:00,Croissant,Snack,Standard,2,3.0
135,2023-04-16 12:46:00,Blueberry Muffin,Snack,Standard,1,2.0
136,2023-03-31 13:06:00,Black Tea,Tea,Medium,1,2.5
137,2023-06-06 22:50:00,Black Tea,Tea,Large,3,9.0
138,2023-01-07 20:05:00,Cappuccino,Coffee,Medium,4,14.0
139,2023-04-18 20:18:00,Green Tea,Tea,Medium,3,9.0
140,2023-01-26 07:23:00,Green Tea,Tea,Medium,1,3.0
141,2023-01-27 19:12:00,Black Tea,Tea,Large,2,6.0
142,2023-02-23 04:25:00,Black Tea,Tea,Small,1,2.0
143,2023-02-17 09:37:00,Black Tea,Tea,Medium,2,5.0
144,2023-02-11 02:29:00,Blueberry Muffin,Snack,Standard,1,2.0
145,2023-02-01 09:48:00,Chocolate Cake,Dessert,Slice,2,6.0
146,2023-04-14 22:25:00,Chocolate Cake,Dessert,Slice,3,9.0
147,2023-06-10 04:31:00,Latte,Coffee,Large,2,8.0
148,2023-03-24 11:06:00,Cheesecake,Dessert,Slice,4,14.0
149,2023-03-04 13:50:00,Iced Coffee,Coffee,Large,2,8.0
150,2023-04-23 07:27:00,Cheesecake,Dessert,Slice,3,10.5
151,2023-04-06 12:23:00,Latte,Coffee,Large,1,4.0
152,2023-06-17 03:37:00,Cappuccino,Coffee,Large,3,12.0
153,2023-05-16 02:43:00,Latte,Coffee,Medium,1,3.5
154,2023-01-02 12:03:00,Espresso,Coffee,Single,3,6.0
155,2023-06-27 17:03:00,Black Tea,Tea,Medium,3,7.5
156,2023-03-05 04:27:00,Chocolate Cake,Dessert,Slice,1,3.0
157,2023-01-31 23:19:00,Cappuccino,Coffee,Medium,4,14.0
158,2023-03-28 05:03:00,Croissant,Snack,Standard,4,6.0
159,2023-05-07 14:56:00,Latte,Coffee,Small,2,6.0
160,2023-01-18 09:08:00,Latte,Coffee,Small,1,3.0
161,2023-03-17 22:05:00,Croissant,Snack,Standard,4,6.0
162,2023-06-29 09:34:00,Croissant,Snack,Standard,1,1.5
163,2023-05-28 07:00:00,Cheesecake,Dessert,Slice,2,7.0
164,2023-06-21 13:45:00,Cappuccino,Coffee,Large,2,8.0
165,2023-05-21 20:16:00,Espresso,Coffee,Double,1,2.5
166,2023-04-03 06:22:00,Cappuccino,Coffee,Large,1,4.0
167,2023-01-11 09:52:00,Green Tea,Tea,Large,4,14.0
168,2023-05-17 16:07:00,Espresso,Coffee,Single,1,2.0
169,2023-01-25 13:44:00,Latte,Coffee,Small,3,9.0
170,2023-01-13 01:21:00,Iced Coffee,Coffee,Large,3,12.0
171,2023-01-17 04:19:00,Chocolate Cake,Dessert,Slice,4,12.0
172,2023-05-26 23:08:00,Cappuccino,Coffee,Small,2,6.0
173,2023-03-03 23:28:00,Latte,Coffee,Medium,3,10.5
174,2023-04-21 09:03:00,Croissant,Snack,Standard,2,3.0
175,2023-03-10 06:45:00,Blueberry Muffin,Snack,Standard,4,8.0
176,2023-01-10 14:52:00,Chocolate Cake,Dessert,Slice,1,3.0
177,2023-01-13 09:39:00,Espresso,Coffee,Double,4,10.0
178,2023-01-27 16:55:00,Cappuccino,Coffee,Medium,3,10.5
179,2023-06-22 12:53:00,Blueberry Muffin,Snack,Standard,1,2.0
180,2023-05-30 18:37:00,Cappuccino,Coffee,Medium,4,14.0
181,2023-06-20 10:50:00,Black Tea,Tea,Medium,3,7.5
182,2023-06-28 11:54:00,Iced Coffee,Coffee,Small,4,12.0
183,2023-03-25 02:38:00,Black Tea,Tea,Large,3,9.0
184,2023-06-17 07:31:00,Cheesecake,Dessert,Slice,4,14.0
185,2023-01-26 18:40:00,Latte,Coffee,Large,4,16.0
186,2023-02-28 07:17:00,Black Tea,Tea,Small,3,6.0
187,2023-04-09 17:28:00,Chocolate Cake,Dessert,Slice,2,6.0
188,2023-02-22 13:33:00,Black Tea,Tea,Medium,3,7.5
189,2023-02-11 18:16:00,Blueberry Muffin,Snack,Standard,4,8.0
190,2023-06-25 23:50:00,Cheesecake,Dessert,Slice,3,10.5
191,2023-06-02 18:36:00,Cheesecake,Dessert,Slice,3,10.5
192,2023-05-05 02:58:00,Iced Coffee,Coffee,Medium,2,7.0
193,2023-04-24 12:29:00,Iced Coffee,Coffee,Large,4,16.0
194,2023-01-31 07:28:00,Chocolate Cake,Dessert,Slice,1,3.0
195,2023-06-13 20:16:00,Blueberry Muffin,Snack,Standard,2,4.0
196,2023-05-02 21:14:00,Cappuccino,Coffee,Medium,3,10.5
197,2023-03-24 06:35:00,Espresso,Coffee,Single,1,2.0
198,2023-02-10 15:58:00,Chocolate Cake,Dessert,Slice,2,6.0
199,2023-02-05 08:24:00,Black Tea,Tea,Medium,1,2.5
200,2023-04-29 15:23:00,Espresso,Coffee,Double,3,7.5
201,2023-04-16 06:06:00,Cheesecake,Dessert,Slice,1,3.5
202,2023-06-18 01:51:00,Espresso,Coffee,Single,4,8.0
203,2023-04-08 11:46:00,Green Tea,Tea,Medium,2,6.0
204,2023-01-19 22:38:00,Chocolate Cake,Dessert,Slice,2,6.0
205,2023-06-29 03:09:00,Black Tea,Tea,Medium,1,2.5
206,2023-06-24 03:13:00,Cappuccino,Coffee,Large,2,8.0
207,2023-01-03 15:04:00,Blueberry Muffin,Snack,Standard,2,4.0
208,2023-03-08 15:39:00,Croissant,Snack,Standard,3,4.5
209,2023-04-12 08:51:00,Croissant,Snack,Standard,4,6.0
210,2023-03-22 14:41:00,Green Tea,Tea,Medium,2,6.0
211,2023-01-14 00:51:00,Cappuccino,Coffee,Large,1,4.0
212,2023-03-03 14:23:00,Croissant,Snack,Standard,3,4.5
213,2023-01-20 05:23:00,Cappuccino,Coffee,Medium,2,7.0
214,2023-02-14 01:53:00,Green Tea,Tea,Large,3,10.5
215,2023-03-01 10:24:00,Iced Coffee,Coffee,Large,1,4.0
216,2023-02-22 04:46:00,Latte,Coffee,Small,1,3.0
217,2023-01-01 23:01:00,Blueberry Muffin,Snack,Standard,3,6.0
218,2023-04-24 06:38:00,Croissant,Snack,Standard,1,1.5
219,2023-05-31 01:35:00,Cheesecake,Dessert,Slice,1,3.5
220,2023-03-17 18:01:00,Chocolate Cake,Dessert,Slice,1,3.0
221,2023-06-02 21:33:00,Chocolate Cake,Dessert,Slice,1,3.0
222,2023-06-17 12:06:00,Cappuccino,Coffee,Medium,4,14.0
223,2023-05-01 11:04:00,Croissant,Snack,Standard,1,1.5
224,2023-05-19 17:48:00,Iced Coffee,Coffee,Small,3,9.0
225,2023-05-14 13:46:00,Cappuccino,Coffee,Large,4,16.0
226,2023-05-02 06:06:00,Chocolate Cake,Dessert,Slice,4,12.0
227,2023-05-24 18:26:00,Espresso,Coffee,Double,1,2.5
228,2023-06-10 13:56:00,Green Tea,Tea,Large,2,7.0
229,2023-03-10 11:20:00,Iced Coffee,Coffee,Medium,2,7.0
230,2023-03-27 13:30:00,Latte,Coffee,Small,4,12.0
231,2023-01-08 22:21:00,Blueberry Muffin,Snack,Standard,3,6.0
232,2023-04-24 01:04:00,Croissant,Snack,Standard,2,3.0
233,2023-01-30 13:49:00,Blueberry Muffin,Snack,Standard,2,4.0
234,2023-06-13 22:18:00,Green Tea,Tea,Small,4,10.0
235,2023-05-31 03:19:00,Green Tea,Tea,Small,4,10.0
236,2023-02-09 16:02:00,Cheesecake,Dessert,Slice,3,10.5
237,2023-06-18 13:04:00,Espresso,Coffee,Double,3,7.5
238,2023-05-14 21:52:00,Chocolate Cake,Dessert,Slice,3,9.0
239,2023-04-06 01:42:00,Iced Coffee,Coffee,Medium,1,3.5
240,2023-06-13 17:27:00,Cappuccino,Coffee,Small,4,12.0
241,2023-03-11 03:47:00,Iced Coffee,Coffee,Medium,1,3.5
242,2023-02-26 00:54:00,Latte,Coffee,Small,2,6.0
243,2023-03-04 17:50:00,Chocolate Cake,Dessert,Slice,1,3.0
244,2023-06-02 12:11:00,Chocolate Cake,Dessert,Slice,1,3.0
245,2023-06-18 16:51:00,Latte,Coffee,Medium,2,7.0
246,2023-03-28 07:54:00,Croissant,Snack,Standard,1,1.5
247,2023-04-03 00:49:00,Black Tea,Tea,Medium,3,7.5
248,2023-05-20 23:46:00,Blueberry Muffin,Snack,Standard,2,4.0
249,2023-04-19 13:27:00,Espresso,Coffee,Single,4,8.0
250,2023-06-17 02:11:00,Cheesecake,Dessert,Slice,2,7.0
251,2023-01-02 03:48:00,Croissant,Snack,Standard,1,1.5
252,2023-06-11 12:04:00,Black Tea,Tea,Small,1,2.0
253,2023-04-25 12:37:00,Iced Coffee,Coffee,Small,3,9.0
254,2023-01-16 22:05:00,Latte,Coffee,Small,4,12.0
255,2023-02-17 09:28:00,Latte,Coffee,Large,1,4.0
256,2023-05-26 04:10:00,Iced Coffee,Coffee,Large,2,8.0
257,2023-03-31 19:28:00,Black Tea,Tea,Large,3,9.0
258,2023-04-17 08:34:00,Croissant,Snack,Standard,2,3.0
259,2023-02-07 13:36:00,Chocolate Cake,Dessert,Slice,1,3.0
260,2023-04-09 02:37:00,Iced Coffee,Coffee,Large,4,16.0
261,2023-03-05 07:47:00,Espresso,Coffee,Single,4,8.0
262,2023-01-22 10:24:00,Black Tea,Tea,Large,1,3.0
263,2023-05-23 16:40:00,Blueberry Muffin,Snack,Standard,2,4.0
264,2023-03-03 13:39:00,Cheesecake,Dessert,Slice,1,3.5
265,2023-02-19 18:43:00,Green Tea,Tea,Medium,3,9.0
266,2023-01-31 10:19:00,Iced Coffee,Coffee,Medium,2,7.0
267,2023-06-24 05:18:00,Chocolate Cake,Dessert,Slice,2,6.0
268,2023-04-08 03:59:00,Green Tea,Tea,Large,2,7.0
269,2023-03-28 05:07:00,Croissant,Snack,Standard,3,4.5
270,2023-05-12 22:05:00,Green Tea,Tea,Medium,3,9.0
271,2023-02-15 22:18:00,Cheesecake,Dessert,Slice,4,14.0
272,2023-04-12 09:51:00,Cappuccino,Coffee,Medium,3,10.5
273,2023-01-10 09:21:00,Cappuccino,Coffee,Large,3,12.0
274,2023-01-23 05:48:00,Black Tea,Tea,Large,1,3.0
275,2023-03-18 17:29:00,Chocolate Cake,Dessert,Slice,1,3.0
276,2023-04-21 05:35:00,Croissant,Snack,Standard,1,1.5
277,2023-06-25 02:53:00,Blueberry Muffin,Snack,Standard,2,4.0
278,2023-02-15 18:59:00,Chocolate Cake,Dessert,Slice,2,6.0
279,2023-06-28 10:49:00,Cheesecake,Dessert,Slice,4,14.0
280,2023-06-16 11:38:00,Espresso,Coffee,Single,4,8.0
281,2023-04-17 17:14:00,Croissant,Snack,Standard,2,3.0
282,2023-04-29 11:55:00,Black Tea,Tea,Medium,1,2.5
283,2023-01-24 02:45:00,Latte,Coffee,Large,1,4.0
284,2023-05-03 14:11:00,Cheesecake,Dessert,Slice,4,14.0
285,2023-06-19 22:00:00,Black Tea,Tea,Small,3,6.0
286,2023-05-14 10:33:00,Green Tea,Tea,Large,3,10.5
287,2023-03-01 03:44:00,Espresso,Coffee,Single,4,8.0
288,2023-04-15 02:44:00,Green Tea,Tea,Small,3,7.5
289,2023-03-13 12:11:00,Blueberry Muffin,Snack,Standard,4,8.0
290,2023-04-12 19:01:00,Croissant,Snack,Standard,3,4.5
291,2023-05-30 03:01:00,Espresso,Coffee,Single,4,8.0
292,2023-04-02 09:46:00,Latte,Coffee,Medium,1,3.5
293,2023-04-25 07:43:00,Espresso,Coffee,Double,1,2.5
294,2023-02-03 12:51:00,Chocolate Cake,Dessert,Slice,3,9.0
295,2023-03-31 15:35:00,Espresso,Coffee,Double,1,2.5
296,2023-04-21 12:29:00,Latte,Coffee,Small,1,3.0
297,2023-05-15 16:00:00,Cappuccino,Coffee,Large,2,8.0
298,2023-01-06 02:47:00,Espresso,Coffee,Double,3,7.5
299,2023-06-09 07:13:00,Blueberry Muffin,Snack,Standard,3,6.0
300,2023-03-23 03:25:00,Blueberry Muffin,Snack,Standard,2,4.0
301,2023-04-16 17:26:00,Cheesecake,Dessert,Slice,1,3.5
302,2023-05-26 13:36:00,Iced Coffee,Coffee,Small,3,9.0
303,2023-06-16 01:11:00,Cappuccino,Coffee,Small,4,12.0
304,2023-05-18 21:55:00,Blueberry Muffin,Snack,Standard,4,8.0
305,2023-01-05 16:45:00,Espresso,Coffee,Double,3,7.5
306,2023-06-19 12:31:00,Cappuccino,Coffee,Small,3,9.0
307,2023-01-13 18:59:00,Cheesecake,Dessert,Slice,3,10.5
308,2023-06-25 08:48:00,Blueberry Muffin,Snack,Standard,1,2.0
309,2023-03-29 13:46:00,Cappuccino,Coffee,Medium,2,7.0
310,2023-02-08 14:12:00,Cappuccino,Coffee,Large,3,12.0
311,2023-01-21 03:22:00,Black Tea,Tea,Large,4,12.0
312,2023-03-13 12:08:00,Espresso,Coffee,Single,2,4.0
313,2023-04-25 10:23:00,Espresso,Coffee,Double,1,2.5
314,2023-01-11 00:01:00,Iced Coffee,Coffee,Small,3,9.0
315,2023-01-09 22:12:00,Croissant,Snack,Standard,2,3.0
316,2023-02-08 12:07:00,Cheesecake,Dessert,Slice,1,3.5
317,2023-03-17 11:18:00,Blueberry Muffin,Snack,Standard,1,2.0
318,2023-03-20 06:21:00,Cheesecake,Dessert,Slice,4,14.0
319,2023-05-02 07:53:00,Black Tea,Tea,Small,2,4.0
320,2023-05-15 13:09:00,Black Tea,Tea,Large,1,3.0
321,2023-02-25 09:57:00,Latte,Coffee,Small,1,3.0
322,2023-05-27 20:09:00,Espresso,Coffee,Double,2,5.0
323,2023-01-20 06:49:00,Croissant,Snack,Standard,2,3.0
324,2023-05-26 00:33:00,Iced Coffee,Coffee,Small,1,3.0
325,2023-06-15 02:15:00,Green Tea,Tea,Large,2,7.0
326,2023-06-23 16:06:00,Green Tea,Tea,Small,1,2.5
327,2023-01-12 15:15:00,Iced Coffee,Coffee,Large,3,12.0
328,2023-03-20 23:37:00,Chocolate Cake,Dessert,Slice,3,9.0
329,2023-03-28 13:02:00,Cheesecake,Dessert,Slice,4,14.0
330,2023-03-29 15:05:00,Espresso,Coffee,Double,1,2.5
331,2023-02-11 13:27:00,Latte,Coffee,Medium,4,14.0
332,2023-01-05 05:56:00,Blueberry Muffin,Snack,Standard,1,2.0
333,2023-05-15 07:36:00,Blueberry Muffin,Snack,Standard,4,8.0
334,2023-01-29 11:41:00,Cheesecake,Dessert,Slice,3,10.5
335,2023-06-11 10:46:00,Blueberry Muffin,Snack,Standard,4,8.0
336,2023-01-03 17:11:00,Cappuccino,Coffee,Small,2,6.0
337,2023-02-22 07:45:00,Black Tea,Tea,Small,3,6.0
338,2023-03-03 02:30:00,Green Tea,Tea,Small,1,2.5
339,2023-01-01 12:48:00,Black Tea,Tea,Large,4,12.0
340,2023-02-08 13:55:00,Blueberry Muffin,Snack,Standard,2,4.0
341,2023-04-02 13:08:00,Espresso,Coffee,Single,1,2.0
342,2023-03-02 11:35:00,Green Tea,Tea,Large,4,14.0
343,2023-02-26 16:10:00,Cheesecake,Dessert,Slice,4,14.0
344,2023-05-23 19:24:00,Latte,Coffee,Large,4,16.0
345,2023-03-14 20:39:00,Green Tea,Tea,Medium,1,3.0
346,2023-05-06 13:22:00,Espresso,Coffee,Single,2,4.0
347,2023-04-28 14:40:00,Cappuccino,Coffee,Large,3,12.0
348,2023-02-19 06:11:00,Latte,Coffee,Large,2,8.0
349,2023-02-16 12:49:00,Black Tea,Tea,Small,3,6.0
350,2023-06-08 10:43:00,Espresso,Coffee,Double,1,2.5
351,2023-02-25 16:26:00,Espresso,Coffee,Single,3,6.0
352,2023-01-07 06:42:00,Blueberry Muffin,Snack,Standard,3,6.0
353,2023-04-03 14:49:00,Chocolate Cake,Dessert,Slice,4,12.0
354,2023-02-27 03:11:00,Black Tea,Tea,Large,1,3.0
355,2023-01-01 21:02:00,Cheesecake,Dessert,Slice,2,7.0
356,2023-06-24 00:09:00,Green Tea,Tea,Large,1,3.5
357,2023-02-14 10:39:00,Latte,Coffee,Small,1,3.0
358,2023-01-29 17:24:00,Green Tea,Tea,Large,3,10.5
359,2023-03-02 20:30:00,Black Tea,Tea,Small,4,8.0
360,2023-03-10 20:04:00,Iced Coffee,Coffee,Large,2,8.0
361,2023-01-26 12:25:00,Cheesecake,Dessert,Slice,1,3.5
362,2023-03-24 10:40:00,Espresso,Coffee,Double,4,10.0
363,2023-01-12 06:48:00,Cheesecake,Dessert,Slice,2,7.0
364,2023-06-14 02:41:00,Green Tea,Tea,Medium,3,9.0
365,2023-05-29 08:49:00,Latte,Coffee,Large,4,16.0
366,2023-06-28 00:21:00,Chocolate Cake,Dessert,Slice,1,3.0
367,2023-04-03 01:56:00,Black Tea,Tea,Large,1,3.0
368,2023-01-28 22:35:00,Latte,Coffee,Medium,4,14.0
369,2023-02-12 20:26:00,Cheesecake,Dessert,Slice,4,14.0
370,2023-06-28 13:12:00,Black Tea,Tea,Large,2,6.0
371,2023-04-20 11:20:00,Green Tea,Tea,Large,1,3.5
372,2023-02-17 17:25:00,Cappuccino,Coffee,Large,4,16.0
373,2023-06-08 22:27:00,Blueberry Muffin,Snack,Standard,2,4.0
374,2023-04-12 13:35:00,Espresso,Coffee,Single,2,4.0
375,2023-03-18 17:39:00,Blueberry Muffin,Snack,Standard,2,4.0
376,2023-06-21 23:02:00,Chocolate Cake,Dessert,Slice,3,9.0
377,2023-03-07 12:00:00,Croissant,Snack,Standard,2,3.0
378,2023-02-11 20:05:00,Black Tea,Tea,Medium,2,5.0
379,2023-01-19 04:44:00,Cheesecake,Dessert,Slice,3,10.5
380,2023-01-19 09:08:00,Green Tea,Tea,Small,3,7.5
381,2023-02-16 21:07:00,Espresso,Coffee,Single,1,2.0
382,2023-04-15 00:29:00,Iced Coffee,Coffee,Large,2,8.0
383,2023-02-12 21:49:00,Latte,Coffee,Small,2,6.0
384,2023-02-19 07:56:00,Chocolate Cake,Dessert,Slice,4,12.0
385,2023-04-10 21:56:00,Espresso,Coffee,Single,4,8.0
386,2023-02-16 17:35:00,Croissant,Snack,Standard,4,6.0
387,2023-05-22 01:20:00,Cappuccino,Coffee,Small,2,6.0
388,2023-04-08 04:38:00,Chocolate Cake,Dessert,Slice,1,3.0
389,2023-05-25 18:08:00,Cheesecake,Dessert,Slice,1,3.5
390,2023-01-15 06:11:00,Latte,Coffee,Small,3,9.0
